Country,Year,Month,Date,"M3 (UOM:INR(IndianRupees)), Scaling Factor:10000000","M3 Including Merger (UOM:INR(IndianRupees)), Scaling Factor:10000000","Currency With The Public (UOM:INR(IndianRupees)), Scaling Factor:10000000","Demand Deposits With Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Time Deposits With Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Time Deposits With Banks Including Merger (UOM:INR(IndianRupees)), Scaling Factor:10000000","Other Deposits With Reserve Bank (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Net Bank Credit To Government (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Net Bank Credit To Government Including Merger (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Net Bank Credit To Government Including Merger From Reserve Bank (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Net Credit Of Other Banks To Government Including Merger (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Net Bank Credit Of Other Banks Including Merger To Government Including Merger (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Bank Credit To Commercial Sector (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Bank Credit To Commercial Sector Including Merger (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Bank Credit To Commercial Sector From Reserve Bank (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Bank Credit To Commercial By Other Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Bank Credit To Commercial By Other Banks Includimg Merger (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Net Foreign Exchange Assets Of Banking Sector (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Governments Currency Liabilities To The Public (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Banking Sectors Net Non Monetary Liabilities (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Banking Sectors Net Non Monetary Liabilities Including Merger (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Net Non Monetary Liabilities Of Reserve Bank Of India (Rbi) Under Banking Sectors Net Non-Monetary Liabilities (UOM:INR(IndianRupees)), Scaling Factor:10000000",observation_year,observation_month,observation_quarter,observation_week,observation_day,month_name,m3_pct_change,net_fx_assets_pct_change
India,"Calendar Year (Jan - Dec), 2006","September, 2006",2006-09-29,2941656.54,23143686.34,434312.300323,407971.794985,2093696.443753,17510888.64,5676.0017,797493.24,7250237.568,11015.58,786477.66,6005323.618,1847682.17,14870756.57,1472.33,1846209.84,14866712.37,804474.94,7899.61,515893.42,4087232.343,177221.19,2006,9,3,39,29,September,1.3699812451219984,0.5813797349549787
India,"Calendar Year (Jan - Dec), 2006","October, 2006",2006-10-13,2929123.85,23143686.34,443471.342023,393891.999185,2086351.749153,17510888.64,5408.7617,804010.62,7250237.568,2775.82,801234.8,6005323.618,1825921.57,14870756.57,1384.23,1824537.34,14866712.37,795963.12,7899.61,504671.07,4087232.343,166413.1,2006,10,4,41,13,October,-0.42604191990408546,-1.0580590614792773
India,"Calendar Year (Jan - Dec), 2006","October, 2006",2006-10-27,2936386.74,23143686.34,451600.179495,398978.40756,2080814.764654,17510888.64,4993.3894,803897.77,7250237.568,10732.28,793165.49,6005323.618,1842432.41,14870756.57,1384.23,1841048.18,14866712.37,800818.08,7951.73,518713.25,4087232.343,171842.84,2006,10,4,43,27,October,0.24795434989886012,0.6099478578856621
India,"Calendar Year (Jan - Dec), 2006","November, 2006",2006-11-10,2954830.8,23143686.34,453974.622895,392766.01866,2103219.380554,17510888.64,4870.7794,799371.26,7250237.568,4016.95,795354.31,6005323.618,1859009.51,14870756.57,1384.23,1857625.28,14866712.37,793194.07,7951.73,504695.77,4087232.343,161996.89,2006,11,4,45,10,November,0.6281209402273724,-0.9520277064673732
India,"Calendar Year (Jan - Dec), 2006","November, 2006",2006-11-24,2981771.96,23143686.34,452355.971703,398243.651791,2125911.336664,17510888.64,5261.0046,803628.99,7250237.568,3426.46,800202.53,6005323.618,1871766.89,14870756.57,1384.23,1870382.66,14866712.37,820176.76,7990.44,521791.12,4087232.343,174923.13,2006,11,4,47,24,November,0.9117665891393845,3.4017765664839272
India,"Calendar Year (Jan - Dec), 2006","December, 2006",2006-12-08,3022594.07,23143686.34,460672.258103,404790.172491,2152373.201164,17510888.64,4758.4346,805366.45,7250237.568,4774.04,800592.41,6005323.618,1900288.8,14870756.57,1384.23,1898904.57,14866712.37,829387.71,7990.44,520439.34,4087232.343,178909.7,2006,12,4,49,8,December,1.3690553988575216,1.1230445007976098
India,"Calendar Year (Jan - Dec), 2006","December, 2006",2006-12-22,3005829.52,23143686.34,461784.402638,400030.265364,2138840.034123,17510888.64,5174.82,784243.35,7250237.568,-1738.29,785981.64,6005323.618,1927035.68,14870756.57,1515.16,1925520.52,14866712.37,847636.0,8027.37,561112.87,4087232.343,179744.81,2006,12,4,51,22,December,-0.5546411331376677,2.200212250552891
India,"Calendar Year (Jan - Dec), 2007","January, 2007",2007-01-05,3052930.52,23143686.34,465107.021138,409078.327564,2173447.553123,17510888.64,5297.62,800220.93,7250237.568,-311.79,800532.72,6005323.618,1956961.84,14870756.57,1485.58,1955476.26,14866712.37,843954.31,8027.37,556233.93,4087232.343,169229.22,2007,1,1,1,5,January,1.5669884032544878,-0.4343479984332821
India,"Calendar Year (Jan - Dec), 2007","January, 2007",2007-01-19,3067275.4,23143686.34,471986.545178,399577.536133,2190152.522913,17510888.64,5558.7984,805136.24,7250237.568,12242.06,792894.18,6005323.618,1962380.74,14870756.57,1906.58,1960474.16,14866712.37,851486.26,8064.29,559792.12,4087232.343,175686.43,2007,1,1,3,19,January,0.46987246863383625,0.8924594507965677
India,"Calendar Year (Jan - Dec), 2007","February, 2007",2007-02-02,3102964.08,23143686.34,472982.736278,426710.380333,2198219.467213,17510888.64,5051.4984,807308.29,7250237.568,12629.44,794678.85,6005323.618,1991301.27,14870756.57,1844.2,1989457.07,14866712.37,855937.13,8064.29,559646.89,4087232.343,171153.68,2007,2,1,5,2,February,1.163530343574637,0.5227177711593312
India,"Calendar Year (Jan - Dec), 2007","February, 2007",2007-02-16,3138836.78,23143686.34,482666.213645,437167.968167,2214325.960539,17510888.64,4676.6408,805463.29,7250237.568,-31.54,805494.83,6005323.618,2008937.78,14870756.57,1441.2,2007496.58,14866712.37,895048.8,8103.15,578716.24,4087232.343,174063.83,2007,2,1,7,16,February,1.156078480934264,4.5694559365592635
India,"Calendar Year (Jan - Dec), 2007","March, 2007",2007-03-02,3180176.71,23143686.34,484468.475645,439574.612967,2251196.154339,17510888.64,4937.4708,819025.26,7250237.568,-19801.34,838826.6,6005323.618,2043155.68,14870756.57,1384.23,2041771.45,14866712.37,923932.01,8103.15,614039.4,4087232.343,180557.37,2007,3,1,9,2,March,1.317046182949344,3.2269983491402865
India,"Calendar Year (Jan - Dec), 2007","March, 2007",2007-03-16,3199663.89,23143686.34,491155.114245,416827.019967,2286961.028339,17510888.64,4720.7267,815076.64,7250237.568,-3378.18,818454.82,6005323.618,2065324.85,14870756.57,1433.23,2063891.62,14866712.37,927706.14,8103.15,616546.9,4087232.343,185049.13,2007,3,1,11,16,March,0.612770351368308,0.4084856850018692
India,"Calendar Year (Jan - Dec), 2007","March, 2007",2007-03-30,3305718.1,23143686.34,483985.628607,477261.753377,2339116.339441,17510888.64,5354.3767,821960.41,7250237.568,-2801.91,824762.32,6005323.618,2129889.48,14870756.57,1537.23,2128352.25,14866712.37,913178.51,8160.57,567470.87,4087232.343,178998.16,2007,3,1,13,30,March,3.314542203368731,-1.5659732509693214
India,"Calendar Year (Jan - Dec), 2007","March, 2007",2007-03-31,3310038.32,23143686.34,482854.468607,477604.201077,2342112.835141,17510888.64,7466.8156,827626.49,7250237.568,2422.86,825203.63,6005323.618,2128862.36,14870756.57,1537.23,2127325.13,14866712.37,913178.52,8160.57,567789.61,4087232.343,177047.25,2007,3,1,13,31,March,0.1306893046929769,1.095076140877893e-06
India,"Calendar Year (Jan - Dec), 2007","April, 2007",2007-04-13,3311486.94,23143686.34,499710.638607,429906.657577,2374594.538241,17510888.64,7275.1067,829257.31,7250237.568,-18306.66,847563.97,6005323.618,2098811.27,14870756.57,1384.23,2097427.04,14866712.37,913618.88,8160.57,538361.09,4087232.343,167963.61,2007,4,2,15,13,April,0.04376444802005608,0.048222772476069764
India,"Calendar Year (Jan - Dec), 2007","April, 2007",2007-04-27,3306434.84,23143686.34,502738.310791,423120.454607,2373635.624338,17510888.64,6940.453,860997.24,7250237.568,18545.54,842451.7,6005323.618,2085338.3,14870756.57,1385.92,2083952.38,14866712.37,885108.83,8226.57,533236.09,4087232.343,141214.99,2007,4,2,17,27,April,-0.15256288463575407,-3.1205627011560932
India,"Calendar Year (Jan - Dec), 2007","May, 2007",2007-05-11,3319015.94,23143686.34,510460.320691,411321.449307,2389903.050438,17510888.64,7331.123,854820.91,7250237.568,6348.21,848472.7,6005323.618,2086286.84,14870756.57,1385.92,2084900.92,14866712.37,888315.77,8226.57,518634.15,4087232.343,140448.11,2007,5,2,19,11,May,0.38050349118630145,0.36232154637978464
India,"Calendar Year (Jan - Dec), 2007","May, 2007",2007-05-25,3321930.92,23143686.34,504065.994687,413497.029556,2399048.74707,17510888.64,5319.1452,854906.22,7250237.568,6303.72,848602.5,6005323.618,2081127.94,14870756.57,1385.92,2079742.02,14866712.37,877616.51,8356.29,500076.04,4087232.343,125223.1,2007,5,2,21,25,May,0.0878266345415657,-1.204443325372917
India,"Calendar Year (Jan - Dec), 2007","June, 2007",2007-06-08,3370092.39,23143686.34,506723.337487,420109.828756,2428464.54427,17510888.64,14794.6752,865794.83,7250237.568,12657.43,853137.4,6005323.618,2090223.2,14870756.57,1385.92,2088837.28,14866712.37,903634.09,8356.29,497916.03,4087232.343,131546.34,2007,6,2,23,8,June,1.4498034775509483,2.9645727608292205
India,"Calendar Year (Jan - Dec), 2007","June, 2007",2007-06-22,3381145.35,23143686.34,501402.896939,432567.15056,2440143.425264,17510888.64,7031.8794,855270.75,7250237.568,-19730.71,875001.46,6005323.618,2096958.43,14870756.57,1385.92,2095572.51,14866712.37,895234.61,8426.76,474745.19,4087232.343,134234.88,2007,6,2,25,22,June,0.3279720174081069,-0.9295222582848761
India,"Calendar Year (Jan - Dec), 2007","July, 2007",2007-07-06,3433380.03,23143686.34,498452.937939,446666.36066,2477255.094664,17510888.64,11005.6373,910317.26,7250237.568,28166.77,882150.49,6005323.618,2116703.61,14870756.57,1383.28,2115320.33,14866712.37,899353.13,8426.76,501420.72,4087232.343,165624.33,2007,7,3,27,6,July,1.5448812338103135,0.4600492378193488
India,"Calendar Year (Jan - Dec), 2007","July, 2007",2007-07-20,3455860.63,23143686.34,495606.811369,438477.703811,2509451.80346,17510888.64,12324.3073,909389.05,7250237.568,21883.8,887505.25,6005323.618,2120452.1,14870756.57,1383.28,2119068.82,14866712.37,925714.95,8490.31,508185.78,4087232.343,173714.64,2007,7,3,29,20,July,0.6547658518302857,2.931197893312487
India,"Calendar Year (Jan - Dec), 2007","August, 2007",2007-08-03,3492219.5,23143686.34,490715.270969,453014.572711,2532440.93746,17510888.64,16048.7173,917055.73,7250237.568,15827.28,901228.45,6005323.618,2136380.93,14870756.57,1383.28,2134997.65,14866712.37,955605.42,8490.31,525312.89,4087232.343,171755.32,2007,8,3,31,3,August,1.0520930642969883,3.228906479256932
India,"Calendar Year (Jan - Dec), 2007","August, 2007",2007-08-17,3458368.66,23143686.34,493404.807769,427688.299211,2532265.51386,17510888.64,5010.0373,858892.87,7250237.568,-80205.83,939098.7,6005323.618,2144157.33,14870756.57,1412.08,2142745.25,14866712.37,970470.8,8490.31,523642.65,4087232.343,138458.71,2007,8,3,33,17,August,-0.9693216591912357,1.5555981254271156
India,"Calendar Year (Jan - Dec), 2007","August, 2007",2007-08-31,3485815.02,23143686.34,486537.01625,440385.195989,2553881.451749,17510888.64,5011.3573,876706.62,7250237.568,-62938.66,939645.28,6005323.618,2170868.93,14870756.57,1383.28,2169485.65,14866712.37,967297.51,8615.12,537673.15,4087232.343,136389.43,2007,8,3,35,31,August,0.7936215799503543,-0.3269845934571136
India,"Calendar Year (Jan - Dec), 2007","September, 2007",2007-09-14,3493656.74,23143686.34,494462.37725,441636.073589,2552531.769149,17510888.64,5026.5173,885042.84,7250237.568,-60417.86,945460.7,6005323.618,2181681.28,14870756.57,1383.28,2180298.0,14866712.37,969596.18,8615.12,551278.68,4087232.343,134281.52,2007,9,3,37,14,September,0.22496087586427738,0.2376383662974657
India,"Calendar Year (Jan - Dec), 2007","September, 2007",2007-09-28,3585008.73,23143686.34,486501.278332,491455.599407,2601498.16198,17510888.64,5553.6901,871366.05,7250237.568,-74425.78,945791.83,6005323.618,2245248.06,14870756.57,1383.28,2243864.78,14866712.37,1013484.4,8680.33,553770.11,4087232.343,137380.33,2007,9,3,39,28,September,2.6147958084743017,4.526443163173344
India,"Calendar Year (Jan - Dec), 2007","October, 2007",2007-10-12,3580769.97,23143686.34,502476.368432,455161.817607,2618175.07128,17510888.64,4956.7101,848316.25,7250237.568,-136711.08,985027.33,6005323.618,2222616.33,14870756.57,1383.28,2221233.05,14866712.37,1038747.84,8680.33,537590.78,4087232.343,124188.44,2007,10,4,41,12,October,-0.11823569534236134,2.492731017862737
India,"Calendar Year (Jan - Dec), 2007","October, 2007",2007-10-26,3615214.14,23143686.34,506079.036317,457285.656417,2647019.540764,17510888.64,4829.9101,848191.46,7250237.568,-137066.44,985257.9,6005323.618,2234370.07,14870756.57,1383.28,2232986.79,14866712.37,1065943.19,8755.39,542045.97,4087232.343,138424.9,2007,10,4,43,26,October,0.9619207681190511,2.618089679974678
India,"Calendar Year (Jan - Dec), 2007","November, 2007",2007-11-09,3671299.23,23143686.34,529786.059517,473908.946617,2662408.708864,17510888.64,5195.5101,855619.46,7250237.568,-128888.36,984507.82,6005323.618,2270097.46,14870756.57,1383.28,2268714.18,14866712.37,1091744.98,8755.39,554918.07,4087232.343,145224.88,2007,11,4,45,9,November,1.551362874454787,2.42055957972771
India,"Calendar Year (Jan - Dec), 2007","November, 2007",2007-11-23,3680343.77,23143686.34,525105.208123,482705.723023,2667775.925812,17510888.64,4756.9167,860980.68,7250237.568,-142121.83,1003102.51,6005323.618,2283402.57,14870756.57,1704.23,2281698.34,14866712.37,1106111.43,8926.02,579076.92,4087232.343,151461.51,2007,11,4,47,23,November,0.24635801751304864,1.3159162866038576
India,"Calendar Year (Jan - Dec), 2007","December, 2007",2007-12-07,3685892.48,23143686.34,530362.276923,466513.261723,2684305.066812,17510888.64,4711.8767,867749.35,7250237.568,-125982.91,993732.26,6005323.618,2297934.39,14870756.57,1383.28,2296551.11,14866712.37,1107198.89,8926.02,595916.16,4087232.343,145988.86,2007,12,4,49,7,December,0.150766079115483,0.09831378381108813
India,"Calendar Year (Jan - Dec), 2007","December, 2007",2007-12-21,3705514.46,23143686.34,534105.239113,485115.186977,2681558.91543,17510888.64,4735.1167,835429.06,7250237.568,-140213.07,975642.13,6005323.618,2335002.19,14870756.57,1472.28,2333529.91,14866712.37,1107689.01,8992.34,581598.14,4087232.343,140841.2,2007,12,4,51,21,December,0.5323535644751187,0.044266662875735996
India,"Calendar Year (Jan - Dec), 2008","January, 2008",2008-01-04,3755325.43,23143686.34,535284.338913,474205.450077,2740952.55413,17510888.64,4883.0867,853160.36,7250237.568,-149591.69,1002752.05,6005323.618,2354498.21,14870756.57,1383.28,2353114.93,14866712.37,1114743.97,8992.34,576069.44,4087232.343,140261.44,2008,1,1,1,4,January,1.3442389859139814,0.636908007239323
India,"Calendar Year (Jan - Dec), 2008","January, 2008",2008-01-18,3804333.82,23143686.34,544309.211237,503766.99072,2751524.3701,17510888.64,4733.2467,837477.98,7250237.568,-155878.87,993356.85,6005323.618,2376506.11,14870756.57,1571.39,2374934.72,14866712.37,1147348.19,9050.77,566049.23,4087232.343,138066.02,2008,1,1,3,18,January,1.305037097677042,2.9248168976415245
India,"Calendar Year (Jan - Dec), 2008","February, 2008",2008-02-01,3862841.24,23143686.34,539299.063437,562843.65452,2753438.0535,17510888.64,7260.4667,860620.91,7250237.568,-128558.01,989178.92,6005323.618,2417964.58,14870756.57,1452.65,2416511.93,14866712.37,1180438.63,9050.77,605233.65,4087232.343,156236.91,2008,2,1,5,1,February,1.5379149877021048,2.8840800280514722
India,"Calendar Year (Jan - Dec), 2008","February, 2008",2008-02-15,3826718.42,23143686.34,555020.680737,480634.77692,2786378.5191,17510888.64,4684.4467,844907.56,7250237.568,-178091.48,1022999.04,6005323.618,2425581.21,14870756.57,1383.28,2424197.93,14866712.37,1189710.0,9050.77,642531.11,4087232.343,161818.15,2008,2,1,7,15,February,-0.9351360243839646,0.7854173664242126
India,"Calendar Year (Jan - Dec), 2008","February, 2008",2008-02-29,3881875.87,23143686.34,554348.28684,509137.778746,2813408.23913,17510888.64,4981.5682,856920.46,7250237.568,-172322.42,1029242.88,6005323.618,2467333.91,14870756.57,1703.26,2465630.65,14866712.37,1230976.22,9136.91,682491.62,4087232.343,189601.5,2008,2,1,9,29,February,1.441377283254619,3.468594867656827
India,"Calendar Year (Jan - Dec), 2008","March, 2008",2008-03-14,3890972.69,23143686.34,570510.21264,493469.815246,2822174.52593,17510888.64,4818.1382,862318.24,7250237.568,-161453.53,1023771.77,6005323.618,2491128.05,14870756.57,1383.28,2489744.77,14866712.37,1267629.55,9136.91,739240.05,4087232.343,223076.14,2008,3,1,11,14,March,0.23434082656537125,2.977582296431369
India,"Calendar Year (Jan - Dec), 2008","March, 2008",2008-03-28,4010810.36,23143686.34,569791.95748,576018.995668,2859752.907569,17510888.64,5246.4982,844437.99,7250237.568,-168235.28,1012673.27,6005323.618,2577433.95,14870756.57,1878.74,2575555.21,14866712.37,1296718.7,9223.87,717004.16,4087232.343,215533.7,2008,3,1,13,28,March,3.079889774297029,2.2947674263352313
India,"Calendar Year (Jan - Dec), 2008","March, 2008",2008-03-31,4017855.22,23143686.34,568410.48638,578372.327568,2862045.561969,17510888.64,9026.8482,899517.56,7250237.568,-113208.99,1012726.55,6005323.618,2578989.66,14870756.57,1788.28,2577201.38,14866712.37,1295132.43,9223.87,765008.3,4087232.343,210249.56,2008,3,1,14,31,March,0.17564679871826527,-0.12232953839564908
India,"Calendar Year (Jan - Dec), 2008","April, 2008",2008-04-11,4027200.27,23143686.34,586448.37488,510643.783168,2924786.827869,17510888.64,5321.2882,882302.74,7250237.568,-172832.09,1055134.83,6005323.618,2547617.89,14870756.57,1383.28,2546234.61,14866712.37,1304576.61,9223.87,716520.84,4087232.343,209996.22,2008,4,2,15,11,April,0.23258802242256404,0.7292057384433059
India,"Calendar Year (Jan - Dec), 2008","April, 2008",2008-04-25,4037582.6,23143686.34,589438.411022,513617.123396,2928370.303487,17510888.64,6156.7618,899334.86,7250237.568,-160485.47,1059820.33,6005323.618,2538039.75,14870756.57,1383.28,2536656.47,14866712.37,1313864.16,9319.33,722975.5,4087232.343,217267.45,2008,4,2,17,25,April,0.2578051575269802,0.7119206284098345
India,"Calendar Year (Jan - Dec), 2008","May, 2008",2008-05-09,4071245.67,23143686.34,600789.982722,506244.397796,2958084.919687,17510888.64,6126.3718,911212.46,7250237.568,-140575.13,1051787.59,6005323.618,2560930.04,14870756.57,1383.28,2559546.76,14866712.37,1350012.55,9319.33,760228.71,4087232.343,246440.0,2008,5,2,19,9,May,0.8337431907894599,2.751303452862297
India,"Calendar Year (Jan - Dec), 2008","May, 2008",2008-05-23,4095690.9,23143686.34,602597.54286,505310.727911,2981598.165718,17510888.64,6184.4674,921695.04,7250237.568,-144323.19,1066018.23,6005323.618,2579850.37,14870756.57,1383.28,2578467.09,14866712.37,1408893.85,9385.17,824133.52,4087232.343,304601.16,2008,5,2,21,23,May,0.6004361313818762,4.361537231635371
India,"Calendar Year (Jan - Dec), 2008","June, 2008",2008-06-06,4114978.8,23143686.34,604605.13826,506988.339511,2998342.701118,17510888.64,5042.6174,940825.49,7250237.568,-124206.64,1065032.13,6005323.618,2602789.29,14870756.57,1383.28,2601406.01,14866712.37,1407201.32,9385.17,845222.47,4087232.343,302956.74,2008,6,2,23,6,June,0.4709315344085141,-0.12013183250108028
India,"Calendar Year (Jan - Dec), 2008","June, 2008",2008-06-20,4107132.85,23143686.34,604182.340349,499046.919649,2998991.924525,17510888.64,4911.6674,935641.64,7250237.568,-113222.1,1048863.74,6005323.618,2609800.49,14870756.57,1407.7,2608392.79,14866712.37,1361985.53,9448.94,809743.75,4087232.343,307618.85,2008,6,2,25,20,June,-0.1906680539885075,-3.2131713747966084
India,"Calendar Year (Jan - Dec), 2008","July, 2008",2008-07-04,4156137.21,23143686.34,601291.260149,524142.567349,3025624.292825,17510888.64,5079.0874,950386.44,7250237.568,-109022.14,1059408.58,6005323.618,2620625.25,14870756.57,1380.65,2619244.6,14866712.37,1351968.76,9448.94,776292.18,4087232.343,316837.08,2008,7,3,27,4,July,1.1931525419247135,-0.7354534816533587
India,"Calendar Year (Jan - Dec), 2008","July, 2008",2008-07-18,4148986.72,23143686.34,602884.530736,498356.827071,3042676.430123,17510888.64,5068.9293,967582.57,7250237.568,-59096.26,1026678.83,6005323.618,2623106.2,14870756.57,1437.65,2621668.55,14866712.37,1333602.67,9513.27,784817.99,4087232.343,315719.07,2008,7,3,29,18,July,-0.1720465335647514,-1.3584699989665494
India,"Calendar Year (Jan - Dec), 2008","August, 2008",2008-08-01,4187581.05,23143686.34,591469.193436,513388.785671,3077672.193723,17510888.64,5050.8793,970763.71,7250237.568,-76573.44,1047337.15,6005323.618,2639995.44,14870756.57,1380.65,2638614.79,14866712.37,1314098.38,9513.27,746789.75,4087232.343,285933.67,2008,8,3,31,1,August,0.9302109793207336,-1.4625263160278457
India,"Calendar Year (Jan - Dec), 2008","August, 2008",2008-08-15,4183142.49,23143686.34,597560.435836,496537.665771,3084109.385323,17510888.64,4934.9993,967271.92,7250237.568,-74108.72,1041380.64,6005323.618,2653750.51,14870756.57,1589.62,2652160.89,14866712.37,1287813.69,9513.27,735206.9,4087232.343,247656.55,2008,8,3,33,15,August,-0.10599341116035443,-2.000207168659618
India,"Calendar Year (Jan - Dec), 2008","August, 2008",2008-08-29,4226171.15,23143686.34,586707.857345,521515.480575,3112732.072363,17510888.64,5215.7393,970924.88,7250237.568,-89229.87,1060154.75,6005323.618,2675483.06,14870756.57,1380.65,2674102.41,14866712.37,1312871.43,9624.42,742732.64,4087232.343,267388.98,2008,8,3,35,29,August,1.0286204714006875,1.9457581632013943
India,"Calendar Year (Jan - Dec), 2008","September, 2008",2008-09-12,4239129.22,23143686.34,593580.707545,518773.904775,3121852.083963,17510888.64,4922.5193,970500.53,7250237.568,-71787.82,1042288.35,6005323.618,2706605.01,14870756.57,1462.84,2705142.17,14866712.37,1342908.75,9624.42,790509.5,4087232.343,304565.58,2008,9,3,37,12,September,0.30661488946086557,2.287910248759095
India,"Calendar Year (Jan - Dec), 2008","September, 2008",2008-09-26,4283513.97,23143686.34,586145.551198,551817.722202,3140122.93389,17510888.64,5427.7677,967295.76,7250237.568,-61861.74,1029157.5,6005323.618,2772938.25,14870756.57,1866.76,2771071.49,14866712.37,1369258.14,9655.15,835633.33,4087232.343,349266.59,2008,9,3,39,26,September,1.0470251718347034,1.962113211340677
India,"Calendar Year (Jan - Dec), 2008","October, 2008",2008-10-10,4328324.23,23143686.34,603571.161198,535567.102202,3184337.47389,17510888.64,4848.4977,990701.0,7250237.568,-31275.97,1021976.97,6005323.618,2831504.45,14870756.57,1851.68,2829652.77,14866712.37,1350017.68,9655.15,853554.05,4087232.343,344646.83,2008,10,4,41,10,October,1.0461098134343372,-1.4051740455601758
India,"Calendar Year (Jan - Dec), 2008","October, 2008",2008-10-24,4357936.95,23143686.34,610860.205491,516300.5774,3225770.157018,17510888.64,5006.0077,990763.56,7250237.568,-108910.67,1099674.23,6005323.618,2835868.16,14870756.57,1380.65,2834487.51,14866712.37,1304769.92,9730.95,783195.64,4087232.343,333145.15,2008,10,4,43,24,October,0.6841613157062332,-3.3516420318287943
India,"Calendar Year (Jan - Dec), 2008","November, 2008",2008-11-07,4392909.33,23143686.34,622020.975491,505591.8774,3258816.947018,17510888.64,6479.5277,1043065.57,7250237.568,-71456.14,1114521.71,6005323.618,2852775.04,14870756.57,1926.32,2850848.72,14866712.37,1218431.14,9730.95,731093.37,4087232.343,289045.6,2008,11,4,45,7,November,0.8024985308701993,-6.61716511674334
India,"Calendar Year (Jan - Dec), 2008","November, 2008",2008-11-21,4388839.83,23143686.34,618986.669406,494334.5905,3270610.376055,17510888.64,4908.1977,1049336.49,7250237.568,-61505.71,1110842.2,6005323.618,2847810.62,14870756.57,1514.39,2846296.23,14866712.37,1245689.01,9787.49,763783.78,4087232.343,324899.8,2008,11,4,47,21,November,-0.09263792385171277,2.2371284765423827
India,"Calendar Year (Jan - Dec), 2008","December, 2008",2008-12-05,4433075.4,23143686.34,623053.929406,491234.9805,3314016.336055,17510888.64,4770.1577,1103156.34,7250237.568,-43873.08,1147029.42,6005323.618,2860174.52,14870756.57,1380.65,2858793.87,14866712.37,1236410.18,9787.49,776453.13,4087232.343,319308.8,2008,12,4,49,5,December,1.0079103296873004,-0.7448753200447689
India,"Calendar Year (Jan - Dec), 2008","December, 2008",2008-12-19,4443993.16,23143686.34,626550.424451,489661.143164,3315318.299607,17510888.64,12463.2885,1096630.97,7250237.568,-31632.14,1128263.11,6005323.618,2863554.11,14870756.57,1380.65,2862173.46,14866712.37,1236790.77,9841.49,762824.18,4087232.343,298838.67,2008,12,4,51,19,December,0.24627959181564574,0.030781855904815636
India,"Calendar Year (Jan - Dec), 2009","January, 2009",2009-01-02,4514526.72,23143686.34,622360.234451,512787.613164,3373746.909607,17510888.64,5631.9585,1140945.41,7250237.568,-56449.98,1197395.39,6005323.618,2880380.46,14870756.57,2400.65,2877979.81,14866712.37,1285899.68,9841.49,802540.32,4087232.343,341710.37,2009,1,1,1,2,January,1.587166259274797,3.9706724202024812
India,"Calendar Year (Jan - Dec), 2009","January, 2009",2009-01-16,4530142.4,23143686.34,637951.033151,499869.263164,3387124.233507,17510888.64,5197.8685,1157401.58,7250237.568,-28136.89,1185538.47,6005323.618,2863472.08,14870756.57,3000.65,2860471.43,14866712.37,1268182.14,9841.49,768754.9,4087232.343,325565.92,2009,1,1,3,16,January,0.3458984954241462,-1.3778322116076769
India,"Calendar Year (Jan - Dec), 2009","January, 2009",2009-01-30,4574779.48,23143686.34,633730.1177,515444.4797,3419057.7206,17510888.64,6547.1628,1171169.85,7250237.568,-46952.07,1218121.92,6005323.618,2865468.14,14870756.57,4398.65,2861069.49,14866712.37,1257311.63,9917.16,729087.3,4087232.343,313766.92,2009,1,1,5,30,January,0.9853350305279562,-0.8571726140221503
India,"Calendar Year (Jan - Dec), 2009","February, 2009",2009-02-13,4613781.63,23143686.34,652521.9877,501060.0197,3453324.3406,17510888.64,6875.2828,1188523.84,7250237.568,-29813.89,1218337.73,6005323.618,2881777.77,14870756.57,5748.65,2876029.12,14866712.37,1255421.54,9917.16,721858.68,4087232.343,310797.94,2009,2,1,7,13,February,0.8525471046311406,-0.15032788649221862
India,"Calendar Year (Jan - Dec), 2009","February, 2009",2009-02-27,4664569.73,23143686.34,650020.5528,530274.7487,3478338.2987,17510888.64,5936.1328,1196836.56,7250237.568,-39790.72,1236627.27,6005323.618,2900960.44,14870756.57,6840.89,2894119.55,14866712.37,1303144.44,9984.36,746356.06,4087232.343,356885.24,2009,2,1,9,27,February,1.1007911529614445,3.8013446861840494
