Country,Year,Month,Date,"M3 (UOM:INR(IndianRupees)), Scaling Factor:10000000","M3 Including Merger (UOM:INR(IndianRupees)), Scaling Factor:10000000","Currency With The Public (UOM:INR(IndianRupees)), Scaling Factor:10000000","Demand Deposits With Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Time Deposits With Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Time Deposits With Banks Including Merger (UOM:INR(IndianRupees)), Scaling Factor:10000000","Other Deposits With Reserve Bank (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Net Bank Credit To Government (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Net Bank Credit To Government Including Merger (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Net Bank Credit To Government Including Merger From Reserve Bank (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Net Credit Of Other Banks To Government Including Merger (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Net Bank Credit Of Other Banks Including Merger To Government Including Merger (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Bank Credit To Commercial Sector (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Bank Credit To Commercial Sector Including Merger (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Bank Credit To Commercial Sector From Reserve Bank (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Bank Credit To Commercial By Other Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Bank Credit To Commercial By Other Banks Includimg Merger (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Net Foreign Exchange Assets Of Banking Sector (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Governments Currency Liabilities To The Public (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Banking Sectors Net Non Monetary Liabilities (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Banking Sectors Net Non Monetary Liabilities Including Merger (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Net Non Monetary Liabilities Of Reserve Bank Of India (Rbi) Under Banking Sectors Net Non-Monetary Liabilities (UOM:INR(IndianRupees)), Scaling Factor:10000000",observation_year,observation_month,observation_quarter,observation_week,observation_day,month_name,m3_pct_change,net_fx_assets_pct_change
India,"Calendar Year (Jan - Dec), 2020","July, 2020",2020-07-03,17538911.4605,23143686.34,2571798.3083,1630890.1175,13296044.7616,17510888.64,40178.2731,5635063.5177,7250237.568,1181017.0,4454046.5177,6005323.618,10961372.0457,14870756.57,11848.0,10949524.0457,14866712.37,4058234.645,26411.3236,3141931.3595,4087232.343,1455360.0,2020,7,3,27,3,July,1.2917268985282782,-0.42631289934864647
India,"Calendar Year (Jan - Dec), 2020","July, 2020",2020-07-17,17490781.1805,23143686.34,2580251.2639,1612526.8561,13258727.4875,17510888.64,39275.5731,5499196.7172,7250237.568,1077033.0,4422163.7172,6005323.618,10877715.1045,14870756.57,11827.0,10865888.1045,14866712.37,4113895.184,26411.3236,3026198.1978,4087232.343,1493500.0,2020,7,3,29,17,July,-0.2744199952681936,1.3715456071170529
India,"Calendar Year (Jan - Dec), 2020","July, 2020",2020-07-31,17625803.0429,23143686.34,2576293.4988,1648797.4053,13361005.5657,17510888.64,39706.5731,5609913.8569,7250237.568,1078662.0,4531251.8569,6005323.618,10941684.3253,14870756.57,11588.0,10930096.3253,14866712.37,4228407.613,26429.4739,3180388.8462,4087232.343,1547507.0,2020,7,3,31,31,July,0.7719601600786774,2.783552421203339
India,"Calendar Year (Jan - Dec), 2020","August, 2020",2020-08-14,17561514.451,23143686.34,2593813.916,1584270.3128,13343887.6491,17510888.64,39542.5731,5534710.5096,7250237.568,979844.0,4554866.5096,6005323.618,10879171.1723,14870756.57,11613.0,10867558.1723,14866712.37,4238606.781,26429.4739,3117160.9378,4087232.343,1488013.0,2020,8,3,33,14,August,-0.36474134961977933,0.24120588489728867
India,"Calendar Year (Jan - Dec), 2020","August, 2020",2020-08-28,17647971.8498,23143686.34,2583110.8975,1659206.7849,13365690.5943,17510888.64,39963.5731,5613739.2167,7250237.568,1015146.0,4598593.2167,6005323.618,10876237.0882,14870756.57,11565.0,10864672.0882,14866712.37,4202614.318,26450.8801,3070831.5683,4087232.343,1422187.0,2020,8,3,35,28,August,0.4923117481765882,-0.8491578686029677
India,"Calendar Year (Jan - Dec), 2020","September, 2020",2020-09-11,17738364.7014,23143686.34,2600242.5204,1634618.0037,13461440.6042,17510888.64,42063.5731,5617834.9967,7250237.568,976999.0,4640835.9967,6005323.618,10889518.1594,14870756.57,13844.0,10875674.1594,14866712.37,4209698.404,26450.8801,3004900.568,4087232.343,1408836.0,2020,9,3,37,11,September,0.5121996588011601,0.16856379063048266
India,"Calendar Year (Jan - Dec), 2020","September, 2020",2020-09-25,17739764.5283,23143686.34,2585242.725,1696910.1218,13414790.1083,17510888.64,42821.5731,5518317.4877,7250237.568,836430.0,4681887.4877,6005323.618,10933906.3275,14870756.57,14740.0,10919166.3275,14866712.37,4283535.599,26481.4085,3022240.0685,4087232.343,1384620.0,2020,9,3,39,25,September,0.007891521702041437,1.7539782643298363
India,"Calendar Year (Jan - Dec), 2020","October, 2020",2020-10-09,17806236.2751,23143686.34,2609153.7959,1590906.3625,13563303.5436,17510888.64,42872.5731,5629858.7406,7250237.568,925601.0,4704257.7406,6005323.618,11005565.3717,14870756.57,14804.0,10990761.3717,14866712.37,4327964.885,26481.4085,3183397.6187,4087232.343,1382410.0,2020,10,4,41,9,October,0.3747047864922859,1.037210616631068
India,"Calendar Year (Jan - Dec), 2020","October, 2020",2020-10-23,17803739.2363,23143686.34,2619578.3777,1625685.9536,13517758.3319,17510888.64,40716.5731,5587218.3079,7250237.568,905454.0,4681764.3079,6005323.618,10999619.4728,14870756.57,14792.0,10984827.4728,14866712.37,4418910.799,26481.4085,3228251.3261,4087232.343,1412360.0,2020,10,4,43,23,October,-0.014023394733297945,2.1013551730792335
India,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-06,17934854.2162,23143686.34,2637686.7534,1615836.0105,13639673.8694,17510888.64,41657.583,5716068.6764,7250237.568,996346.0,4719722.6764,6005323.618,11079549.4511,14870756.57,14934.0,11064615.4511,14866712.37,4501240.163,26540.523,3388301.8172,4087232.343,1471846.0,2020,11,4,45,6,November,0.7364463058000315,1.8631144131407096
India,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-20,17937938.8787,23143686.34,2673534.1029,1632937.679,13589563.5138,17510888.64,41903.583,5691513.7159,7250237.568,1023947.0,4667566.7159,6005323.618,11092384.6378,14870756.57,12173.0,11080211.6378,14866712.37,4547098.957,26540.523,3419355.3809,4087232.343,1465188.0,2020,11,4,47,20,November,0.017199261632194762,1.0188035372330928
India,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-04,18153285.99,23143686.34,2677852.083,1713631.727,13719923.6,17510888.64,41878.58296,5824948.65,7250237.568,1091996.0,4732952.65,6005323.618,11154689.07,14870756.57,10876.0,11143813.07,14866712.37,4553094.327,26618.34401,3405819.46,4087232.343,1468060.0,2020,12,4,49,4,December,1.2005120139845449,0.13185044039496496
India,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-18,18055371.9854,23143686.34,2681512.1717,1686628.1767,13645443.2208,17510888.64,41788.4161,5637236.428,7250237.568,980473.0,4656763.428,6005323.618,11204825.9866,14870756.57,11205.0,11193620.9866,14866712.37,4597860.249,26618.344,3410924.0193,4087232.343,1478822.0,2020,12,4,51,18,December,-0.5393734481676571,0.9831977724365837
India,"Calendar Year (Jan - Dec), 2021","January, 2021",2021-01-01,18300409.7995,23143686.34,2674769.1854,1744749.6303,13838481.1266,17510888.64,42409.8572,5826612.2325,7250237.568,1102052.66,4724559.5725,6005323.618,11360928.1553,14870756.57,11495.66,11349432.4953,14866712.37,4599747.041,26680.8071,3513314.6626,4087232.343,1457673.0,2021,1,1,53,1,January,1.3571463069171008,0.04103630597320773
India,"Calendar Year (Jan - Dec), 2021","January, 2021",2021-01-15,18239730.6328,23143686.34,2717022.7176,1696184.315,13783932.253,17510888.64,42591.3472,5718166.1259,7250237.568,1051665.12,4666501.0059,6005323.618,11300981.5098,14870756.57,9340.68,11291640.8298,14866712.37,4580802.453,26680.8071,3386658.4372,4087232.343,1446793.0,2021,1,1,2,15,January,-0.3315727208559882,-0.4118615182777896
India,"Calendar Year (Jan - Dec), 2021","January, 2021",2021-01-29,18406665.732,23143686.34,2707212.899,1814269.1465,13841961.5393,17510888.64,43222.1472,5735481.5129,7250237.568,1058047.7,4677433.8129,6005323.618,11361489.6711,14870756.57,8600.87,11352888.8011,14866712.37,4609367.148,26746.8772,3326177.8965,4087232.343,1436672.0,2021,1,1,4,29,January,0.9152278756781929,0.6235740417335212
India,"Calendar Year (Jan - Dec), 2021","February, 2021",2021-02-12,18420102.0151,23143686.34,2745502.1441,1753085.7699,13878230.5695,17510888.64,43283.5315,5852196.06,7250237.568,1139637.73,4712558.33,6005323.618,11361396.5987,14870756.57,8415.36,11352981.2387,14866712.37,4572303.871,26746.8772,3392300.5424,4087232.343,1417642.0,2021,2,1,6,12,February,0.0729968332974007,-0.804086023307593
India,"Calendar Year (Jan - Dec), 2021","February, 2021",2021-02-26,18563764.1201,23143686.34,2735084.9611,1824436.2947,13959468.7359,17510888.64,44774.1283,5770645.564,7250237.568,1064827.26,4705818.304,6005323.618,11433719.5903,14870756.57,8625.36,11425094.2303,14866712.37,4616882.301,26819.399,3284061.1016,4087232.343,1410510.0,2021,2,1,8,26,February,0.7799202462735133,0.974966477681849
India,"Calendar Year (Jan - Dec), 2021","March, 2021",2021-03-12,18613815.2539,23143686.34,2759472.697,1819084.3527,13989462.3558,17510888.64,45795.8483,5831114.3973,7250237.568,1070490.3,4760624.0973,6005323.618,11453931.4885,14870756.57,8511.07,11445420.4185,14866712.37,4546639.627,26819.399,3244452.3393,4087232.343,1353738.0,2021,3,1,10,12,March,0.26961737649859874,-1.521430901211962
India,"Calendar Year (Jan - Dec), 2021","March, 2021",2021-03-26,18849450.9834,23143686.34,2756705.1643,1995120.1093,14050278.4015,17510888.64,47347.3083,5732751.1912,7250237.568,982062.67,4750688.5212,6005323.618,11668281.4978,14870756.57,8524.07,11659757.4278,14866712.37,4561133.017,26912.611,3139393.2549,4087232.343,1332191.0,2021,3,1,12,26,March,1.2659184927207745,0.318771470558854
India,"Calendar Year (Jan - Dec), 2021","March, 2021",2021-03-31,18844577.753,23143686.34,2751828.454,1995120.109,14050278.401,17510888.64,47350.788,5850374.021246,7250237.568,1099685.5,4750688.521246,6005323.618,11668466.347838,14870756.57,8708.92,11659757.427838,14866712.37,4579084.763,26912.610953,3280021.484945,4087232.343,1356898.0,2021,3,1,13,31,March,-0.025853434162570466,0.39358084785274805
India,"Calendar Year (Jan - Dec), 2021","April, 2021",2021-04-09,18980415.2978,23143686.34,2786927.4873,1877849.3223,14269346.61,17510888.64,46291.8783,6085973.6176,7250237.568,1246042.79,4839930.8276,6005323.618,11609590.3471,14870756.57,8671.52,11600918.8271,14866712.37,4698631.45,26912.611,3440446.2562,4087232.343,1476084.0,2021,4,2,14,9,April,0.7208309285591463,2.6107113798364834
India,"Calendar Year (Jan - Dec), 2021","April, 2021",2021-04-23,18919037.1237,23143686.34,2802804.3155,1862549.837,14208174.2728,17510888.64,45508.6983,5911684.2874,7250237.568,1144051.62,4767632.6674,6005323.618,11582039.3878,14870756.57,8671.52,11573367.8678,14866712.37,4741084.943,26912.611,3342684.106,4087232.343,1514332.0,2021,4,2,16,23,April,-0.3233763494475017,0.9035288988243462
India,"Calendar Year (Jan - Dec), 2021","May, 2021",2021-05-07,19040068.3487,23143686.34,2838183.8743,1855121.3658,14297867.3803,17510888.64,48895.7283,6011375.8203,7250237.568,1153401.46,4857974.3603,6005323.618,11588369.1768,14870756.57,5976.87,11582392.3068,14866712.37,4692976.763,26973.0331,3279382.3399,4087232.343,1440786.0,2021,5,2,18,7,May,0.6397324779725988,-1.0147082488161097
India,"Calendar Year (Jan - Dec), 2021","May, 2021",2021-05-21,19012125.6891,23143686.34,2861264.3788,1830962.3538,14271447.8081,17510888.64,48451.1483,5863293.2259,7250237.568,1025198.78,4838094.4459,6005323.618,11543146.7547,14870756.57,1434.6,11541712.1547,14866712.37,4678431.956,26973.0331,3099719.281,4087232.343,1332726.0,2021,5,2,20,21,May,-0.1467571391460254,-0.309927104576202
India,"Calendar Year (Jan - Dec), 2021","June, 2021",2021-06-04,19174409.5803,23143686.34,2877086.0036,1866342.9519,14381099.6564,17510888.64,49880.9683,6025339.9082,7250237.568,1108321.09,4917018.8182,6005323.618,11553340.7008,14870756.57,1963.6,11551377.1008,14866712.37,4776825.544,26995.231,3207850.348,4087232.343,1329222.0,2021,6,2,22,4,June,0.8535809927505245,2.1031317528047433
India,"Calendar Year (Jan - Dec), 2021","June, 2021",2021-06-18,19169565.0934,23143686.34,2887260.2679,1887451.8006,14344658.5466,17510888.64,50194.4783,5921492.1418,7250237.568,1049521.41,4871970.7318,6005323.618,11552794.1167,14870756.57,5748.6,11547045.5167,14866712.37,4778147.527,26995.231,3109863.923,4087232.343,1350053.0,2021,6,2,24,18,June,-0.025265377166949765,0.027674927372234315
India,"Calendar Year (Jan - Dec), 2021","July, 2021",2021-07-02,19313332.7277,23143686.34,2874728.9285,1886483.9564,14503377.3949,17510888.64,48742.4479,6069689.0762,7250237.568,1108632.6,4961056.4762,6005323.618,11643181.9312,14870756.57,9632.04,11633549.8912,14866712.37,4874456.107,27052.5137,3300802.6213,4087232.343,1383614.0,2021,7,3,26,2,July,0.749978591582634,2.0156049903395923
India,"Calendar Year (Jan - Dec), 2021","July, 2021",2021-07-16,19376389.212,23143686.34,2874622.6568,1984119.8376,14467731.4297,17510888.64,49915.2879,6049000.1447,7250237.568,1097776.08,4951224.0647,6005323.618,11592496.7567,14870756.57,9633.02,11582863.7367,14866712.37,4891020.567,27052.5137,3182935.731,4087232.343,1384680.0,2021,7,3,28,16,July,0.326491989699762,0.3398217080304189
India,"Calendar Year (Jan - Dec), 2021","July, 2021",2021-07-30,19372775.6462,23143686.34,2839134.3355,1970701.1375,14516843.4733,17510888.64,46096.7,6055459.5701,7250237.568,1116972.8,4938486.7701,6005323.618,11624568.4681,14870756.57,8573.02,11615995.4481,14866712.37,4939147.026,27123.9199999999,3273523.338,4087232.343,1383073.0,2021,7,3,30,30,July,-0.01864932501336458,0.9839758050643299
India,"Calendar Year (Jan - Dec), 2021","August, 2021",2021-08-13,19407302.6214,23143686.34,2854367.4739,1931770.6886,14575265.2325,17510888.64,45899.2264,6096112.672,7250237.568,1188427.15,4907685.522,6005323.618,11601295.6585,14870756.57,8697.98,11592597.6785,14866712.37,4921494.391,27123.92,3238481.0655,4087232.343,1349294.0,2021,8,3,32,13,August,0.17822420406117256,-0.3574025010204207
India,"Calendar Year (Jan - Dec), 2021","August, 2021",2021-08-27,19330427.0815,23143686.34,2830825.416,1926200.4473,14527245.4017,17510888.64,46155.8164,6079314.2448,7250237.568,1191232.06,4888082.1848,6005323.618,11610171.2806,14870756.57,8615.98,11601555.3006,14866712.37,4858051.164,27209.7366,3244319.345,4087232.343,1316952.0,2021,8,3,34,27,August,-0.39611656189267874,-1.289104933575047
India,"Calendar Year (Jan - Dec), 2021","September, 2021",2021-09-10,19402807.0005,23143686.34,2844102.5943,1888248.8815,14623733.3483,17510888.64,46722.1764,6256082.4542,7250237.568,1251824.7,5004257.7542,6005323.618,11624143.8714,14870756.57,7000.41,11617143.4614,14866712.37,4905003.67,27209.7366,3409391.558,4087232.343,1322870.0,2021,9,3,36,10,September,0.37443517773734225,0.9664885036192228
India,"Calendar Year (Jan - Dec), 2021","September, 2021",2021-09-24,19396288.7573,23143686.34,2815016.9106,1958497.6388,14575874.2495,17510888.64,46899.9585,6076476.8138,7250237.568,1118510.74,4957966.0738,6005323.618,11666276.6279,14870756.57,5796.41,11660480.2179,14866712.37,4926232.115,27292.6309,3299989.43,4087232.343,1315425.0,2021,9,3,38,24,September,-0.03359433096372655,0.43279162317120257
India,"Calendar Year (Jan - Dec), 2021","October, 2021",2021-10-08,19567861.0696,23143686.34,2830596.6249,1919492.3222,14770034.5919,17510888.64,47737.5305,6127203.4179,7250237.568,1138634.31,4988569.1079,6005323.618,11722340.8544,14870756.57,4433.79,11717907.0644,14866712.37,4999006.349,27292.6309,3307738.3141,4087232.343,1374296.0,2021,10,4,40,8,October,0.8845625802277546,1.4772798418979827
India,"Calendar Year (Jan - Dec), 2021","October, 2021",2021-10-22,19523114.1912,23143686.34,2825698.0512,1958529.9601,14691721.0094,17510888.64,47165.1705,5977236.9807,7250237.568,1043103.16,4934133.8207,6005323.618,11749815.0046,14870756.57,1979.79,11747835.2146,14866712.37,5005020.689,27292.6309,3236251.114,4087232.343,1373366.0,2021,10,4,42,22,October,-0.2286753684566989,0.1203107093713296
India,"Calendar Year (Jan - Dec), 2021","November, 2021",2021-11-05,19913687.2351,23143686.34,2879326.0078,2110041.1848,14876437.942,17510888.64,47882.1005,6170219.1042,7250237.568,1186805.45,4983413.6543,6005323.618,11873859.5443,14870756.57,2140.29,11871719.2543,14866712.37,4975937.399,27441.0632,3133527.787,4087232.343,1337844.0,2021,11,4,44,5,November,2.0005673279114955,-0.5810823132843201
India,"Calendar Year (Jan - Dec), 2021","November, 2021",2021-11-19,19645634.2606,23143686.34,2878246.2375,1957254.3466,14762272.376,17510888.64,47861.3005,6075285.2043,7250237.568,1193963.9,4881321.3043,6005323.618,11869925.5596,14870756.57,4634.29,11865291.2696,14866712.37,4960591.282,27441.0632,3287608.848,4087232.343,1328145.0,2021,11,4,46,19,November,-1.3460740411124328,-0.30840655276500595
India,"Calendar Year (Jan - Dec), 2021","December, 2021",2021-12-03,19817261.71,23143686.34,2876213.927,2007108.341,14885704.89,17510888.64,48234.55046,6286535.514,7250237.568,1309945.96,4976589.554,6005323.618,11865569.64,14870756.57,2067.29,11863502.35,14866712.37,4980189.757,27538.75103,3342331.149,4087232.343,1347490.0,2021,12,4,48,3,December,0.8736162300659656,0.3950834464253372
India,"Calendar Year (Jan - Dec), 2021","December, 2021",2021-12-17,19741402.94,23143686.34,2894325.311,1994275.272,14804346.35,17510888.64,48456.00046,6024477.926,7250237.568,1127230.15,4897247.776,6005323.618,11911130.16,14870756.57,1945.29,11909184.87,14866712.37,5038990.176,27538.75103,3260487.843,4087232.343,1417943.0,2021,12,4,50,17,December,-0.38279138212985453,1.1806863165675807
India,"Calendar Year (Jan - Dec), 2021","December, 2021",2021-12-31,20114036.34,23143686.34,2881115.13,2206052.413,14975823.4,17510888.64,51045.40505,6100716.0186,7250237.568,1194334.66,4906381.3586,6005323.618,12290941.8295,14870756.57,2094.3,12288847.5295,14866712.37,4849750.516,27664.2722,3155036.293,4087232.343,1307284.0,2021,12,4,52,31,December,1.8875730419592784,-3.7555076193901304
India,"Calendar Year (Jan - Dec), 2022","January, 2022",2022-01-14,19907347.2,23143686.34,2934712.252,1967140.999,14955857.39,17510888.64,49636.56505,6084343.986,7250237.568,1161053.51,4923290.476,6005323.618,12111482.27,14870756.57,5140.3,12106341.97,14866712.37,4836567.79,27664.27217,3152472.028,4087232.343,1302149.0,2022,1,1,2,14,January,-1.0275865893160652,-0.2718227660682415
India,"Calendar Year (Jan - Dec), 2022","January, 2022",2022-01-28,19947684.11,23143686.34,2931920.928,2050497.06,14912628.34,17510888.64,52637.78505,5934151.2256,7250237.568,1058705.99,4875445.2356,6005323.618,12174903.8817,14870756.57,2874.24,12172029.6417,14866712.37,4841628.316,27764.1278,3030763.441,4087232.343,1292154.0,2022,1,1,4,28,January,0.20262323048245712,0.10463051940392543
India,"Calendar Year (Jan - Dec), 2022","February, 2022",2022-02-11,20086004.43,23143686.34,2975708.288,2032449.539,15025262.09,17510888.64,52584.50505,6157985.718,7250237.568,1192117.74,4965867.978,6005323.618,12270046.3,14870756.57,1957.3,12268089.0,14866712.37,4874362.045,27764.12784,3243910.356,4087232.343,1325288.0,2022,2,1,6,11,February,0.6934154322739694,0.6760892588930423
India,"Calendar Year (Jan - Dec), 2022","February, 2022",2022-02-25,20183528.16,23143686.34,2980564.96,2103056.378,15045154.41,17510888.64,54752.41505,6232004.2433,7250237.568,1267912.23,4964092.0133,6005323.618,12350301.5187,14870756.57,1853.3,12348448.2187,14866712.37,4882056.22,27881.8631,3308715.686,4087232.343,1324624.0,2022,2,1,8,25,February,0.48553076018613694,0.15784988741023298
India,"Calendar Year (Jan - Dec), 2022","March, 2022",2022-03-11,20278974.95,23143686.34,3018879.414,2044071.925,15164343.6,17510888.64,51680.01505,6339925.117,7250237.568,1294484.65,5045440.467,6005323.618,12421076.36,14870756.57,2086.31,12418990.05,14866712.37,4905086.545,27881.8631,3414751.32,4087232.343,1388161.0,2022,3,1,10,11,March,0.47289447733502854,0.4717341210790149
India,"Calendar Year (Jan - Dec), 2022","March, 2022",2022-03-25,20489597.31,23143686.34,3037621.843,2212991.704,15186604.55,17510888.64,52379.20505,6204211.304,7250237.568,1177178.4,5027032.904,6005323.618,12610041.99,14870756.57,10092.31,12599949.68,14866712.37,4963324.25,28012.97774,3315751.73,4087232.343,1347202.0,2022,3,1,12,25,March,1.038624292003476,1.1872920990428693
India,"Calendar Year (Jan - Dec), 2022","March, 2022",2022-03-31,20493729.19,23143686.34,3035688.823,2212991.704,15186604.55,17510888.64,58444.10505,6477629.284,7250237.568,1450596.38,5027032.904,6005323.618,12616520.22,14870756.57,16570.54,12599949.68,14866712.37,4854303.309,28012.97774,3482736.604,4087232.343,1308741.0,2022,3,1,13,31,March,0.020165745268152513,-2.1965307021800884
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-08,20706215.31,23143686.34,2967201.358,2168598.51,15512615.71,17510888.64,57799.73505,6515590.714,7250237.568,1461762.76,5053827.954,6005323.618,12697113.58,14870756.57,13765.94,12683347.64,14866712.37,4840500.571,28012.97774,3374764.875,4087232.343,1269198.0,2022,4,2,14,8,April,1.0368348192269616,-0.2843402466098377
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-22,20712047.95,23143686.34,3093158.804,2135458.952,15425862.09,17510888.64,57568.10505,6411590.818,7250237.568,1343761.44,5067829.378,6005323.618,12682961.33,14870756.57,10647.19,12672314.14,14866712.37,4848526.713,28012.97774,3259043.892,4087232.343,1265895.0,2022,4,2,16,22,April,0.028168547040974268,0.1658122312408361
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-06,20811466.18,23143686.34,3122170.219,2158511.789,15474812.33,17510888.64,55971.83505,6400871.061,7250237.568,1270275.41,5130595.651,6005323.618,12763371.16,14870756.57,7774.53,12755596.63,14866712.37,4840178.577,28159.92253,3220882.026,4087232.343,1221458.0,2022,5,2,18,6,May,0.48000193047061934,-0.17217881831232962
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-20,20682307.05,23143686.34,3117960.29,2126310.078,15384208.76,17510888.64,53827.92383,6264552.52,7250237.568,1196324.5,5068228.02,6005323.618,12769726.95,14870756.57,15274.53,12754452.42,14866712.37,4895255.758,28159.92253,3275388.106,4087232.343,1253279.0,2022,5,2,20,20,May,-0.6206152362495332,1.1379163004795245
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-03,20819898.92,23143686.34,3095774.129,2124931.174,15544774.22,17510888.64,54419.39383,6337281.632,7250237.568,1192829.9,5144451.732,6005323.618,12879075.61,14870756.57,20612.64,12858462.97,14866712.37,4920992.894,28292.85191,3345503.492,4087232.343,1268616.0,2022,6,2,22,3,June,0.6652636462043171,0.5257567177759714
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-17,20663816.95,23143686.34,3104150.784,2087340.38,15417970.88,17510888.64,54354.90383,6263058.811,7250237.568,1081805.02,5181253.791,6005323.618,12892034.28,14870756.57,29080.91,12862953.37,14866712.37,4713797.857,28292.85191,3233366.852,4087232.343,1212795.0,2022,6,2,24,17,June,-0.7496768865196901,-4.2104315422325955
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-01,21040576.47,23143686.34,3082094.852,2191007.84,15708406.39,17510888.64,59067.39009,6401777.641,7250237.568,1142728.68,5259048.961,6005323.618,13130647.79,14870756.57,33091.33,13097556.46,14866712.37,4743648.216,28451.09075,3263706.429,4087232.343,1281357.0,2022,7,3,26,1,July,1.8232813468665565,0.6332549656467013
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-15,20910896.02,23143686.34,3105134.225,2095080.742,15653488.72,17510888.64,57192.33009,6420322.244,7250237.568,1130936.14,5289386.104,6005323.618,13027798.53,14870756.57,33079.33,12994719.2,14866712.37,4674986.521,28451.09075,3240423.003,4087232.343,1283167.0,2022,7,3,28,15,July,-0.6163350618501373,-1.4474449173614734
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-29,21032347.94,23143686.34,3063746.296,2183208.548,15728149.38,17510888.64,57243.72009,6408664.171,7250237.568,1098523.51,5310140.661,6005323.618,13116787.2,14870756.57,34706.37,13082080.83,14866712.37,4649270.41,28611.1491,3170984.987,4087232.343,1333127.0,2022,7,3,30,29,July,0.5808068668307742,-0.550078826633682
India,"Calendar Year (Jan - Dec), 2022","August, 2022",2022-08-12,21035847.42,23143686.34,3092123.24,2116526.742,15770248.66,17510888.64,56948.78009,6513766.62,7250237.568,1140113.72,5373652.9,6005323.618,13165715.07,14870756.57,25809.7,13139905.37,14866712.37,4643565.175,28611.1491,3315567.511,4087232.343,1353971.0,2022,8,3,32,12,August,0.016638560801607305,-0.12271247952644337
India,"Calendar Year (Jan - Dec), 2022","August, 2022",2022-08-26,21051422.69,23143686.34,3062478.985,2163986.73,15767767.92,17510888.64,57189.06009,6471313.249,7250237.568,1103484.34,5367828.909,6005323.618,13206634.06,14870756.57,32968.7,13173665.36,14866712.37,4579494.226,28791.12631,3234809.972,4087232.343,1309669.0,2022,8,3,34,26,August,0.07404156195387479,-1.3797792554941402
India,"Calendar Year (Jan - Dec), 2022","September, 2022",2022-09-09,21128496.35,23143686.34,3072684.093,2109307.938,15884906.27,17510888.64,61598.05009,6583445.88,7250237.568,1179766.01,5403679.87,6005323.618,13297276.13,14870756.57,29897.25,13267378.88,14866712.37,4485072.207,28791.12631,3265851.984,4087232.343,1258222.0,2022,9,3,36,9,September,0.3661209084771855,-2.0618438268558137
India,"Calendar Year (Jan - Dec), 2022","September, 2022",2022-09-23,21072896.11,23143686.34,3044593.62,2120902.227,15844856.11,17510888.64,62544.15009,6437671.709,7250237.568,1060547.24,5377124.469,6005323.618,13375782.6,14870756.57,29638.4,13346144.2,14866712.37,4452569.111,28791.12631,3221918.439,4087232.343,1226760.0,2022,9,3,38,23,September,-0.2631528485461887,-0.7246950439119382
India,"Calendar Year (Jan - Dec), 2022","October, 2022",2022-10-07,21336064.55,23143686.34,3063346.71,2185645.315,16017302.82,17510888.64,69769.71009,6559027.329,7250237.568,1153343.78,5405683.549,6005323.618,13592226.87,14870756.57,18477.01,13573749.86,14866712.37,4482784.733,29003.49827,3326734.418,4087232.343,1282896.0,2022,10,4,40,7,October,1.248847992351254,0.6786109602510804
India,"Calendar Year (Jan - Dec), 2022","October, 2022",2022-10-21,21301949.29,23143686.34,3088753.43,2167213.541,15975981.36,17510888.64,70000.96009,6444603.573,7250237.568,1091547.61,5353055.963,6005323.618,13620436.37,14870756.57,18954.28,13601482.09,14866712.37,4434960.515,29003.49827,3227054.664,4087232.343,1243837.0,2022,10,4,42,21,October,-0.1598948105919651,-1.0668417255895069
